Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
You're look better	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
You're prettier	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
You're more pretty than me	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
You're more pretty	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
You're more cute than me	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
You're more cute	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
You're more beautiful than me	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
You're more beautiful	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who's prettier, me or you?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
You're more attractive	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who would win a beauty contest?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
You're hotter than me	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
You're hotter	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
You're cuter than me	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
You're cuter	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
You're better looking than you	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
You're better looking	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
You look prettier than me	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
You're more attractive than me	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is cuter, me or you?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is more beautiful?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is more beautiful, you or me?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is more beautiful, me or you?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is more attractive?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is more attractive, you or me?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is more attractive, me or you?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is more cute, you or me?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is cuter, you or me?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is more cute?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is better looking?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is better looking, you or me?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is better looking, me or you?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Which one of us is more beautiful?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Which one of us is more beautiful, me or you?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Which of us would win a beauty contest?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is cuter?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who would win a beauty contest, you or me?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who would win a beauty contest, me or you?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who looks more pretty?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who looks more pretty, me or you?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who looks more beautiful?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who looks more beautiful, you or me?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is more cute, me or you?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who looks better?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who looks better, me or you?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is prettier?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is prettier, me or you?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is more pretty?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is more pretty, you or me?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who is more pretty, me or you?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
Who looks more beautiful, me or you?	ChitChat.WhoIsCuterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	19
I'm clearly more clever	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is the most smart, you or me?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Which of us is the brightest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think you're smarter	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm obviously brighter than you	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm obviously smarter than you	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think you're more knowledgeable	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Which of us is more clever?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm obviously the most intelligent	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who is the most smart?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think I'm the smartest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between you or me, who is the most smart?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think you're the brightest	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think you're smarter than me?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think you're more knowledgeable than me?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think you're more intelligent than me?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think you're more intelligent	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think you're the most smart	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think you're more clever	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think you're the smartest	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think I'm the smartest than you?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think I'm the most intelligent?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think I'm smarter?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think I'm smarter than you?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think I'm more knowledgeable than you?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think I'm more intelligent than you?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think I'm more clever than you?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think I'm brighter?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm definitely more intelligent	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think you're more clever than me?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm clearly smarter	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Am I brighter than you?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm definitely more clever	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm definitely cleverest	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm definitely brighter than you	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm cleverest	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm clearly the smartest	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm clearly the most smart	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm clearly the most intelligent	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think you're the most intelligent	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm clearly smarter than you	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between you or me, who is the most intelligent?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm clearly more knowledgeable than you	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm clearly more knowledgeable	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm clearly more intelligent than you	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm clearly more intelligent	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm clearly more clever than you	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm clearly cleverest	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm clearly brighter than you	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Do you think you're the smartest than me?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm clearly the brightest	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is cleverest, you or me?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between you or me, who is the smartest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is more knowledgeable, you or me?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is more knowledgeable, me or you?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is more intelligent?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is more intelligent, you or me?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is more intelligent, me or you?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is more clever?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is more clever, you or me?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is smarter, me or you?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is cleverest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is smarter, you or me?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is cleverest, me or you?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Are you smarter?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Are you smarter than me?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Am I the smartest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Am I the brightest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Am I smarter?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Am I smarter than you?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Am I more intelligent?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Am I more brilliant?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is more clever, me or you?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is the most smart?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between you or me, who is the brightest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between you or me, who is smarter?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between you or me, who is smarter, me or you?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between you or me, who is more knowledgeable?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between you or me, who is more intelligent?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between you or me, who is more clever?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between you or me, who is cleverest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is the smartest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is more knowledgeable?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is the smartest, me or you?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm definitely more intelligent than you	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is the most smart, me or you?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is the most intelligent?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is the most intelligent, you or me?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is the most intelligent, me or you?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is the brightest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is the brightest, you or me?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is the brightest, me or you?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is smarter?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Between the two of us who is the smartest, you or me?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who is cleverest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Which of us is the smartest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who's cleverest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who is the smartest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who is the most intelligent?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who is the brightest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who is smarter?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who is more knowledgeable?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who's more intelligent?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who is more clever?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who's more knowledgeable?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Which one of us is the smartest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Which one of us is the most smart?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Which one of us is the most intelligent?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Which one of us is the brightest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Which one of us is smarter?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Which one of us is more knowledgeable?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Which one of us is more intelligent?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Which one of us is more clever?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm definitely more clever than you	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who is more intelligent?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
You're more knowledgeable	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
You're the most smart	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
You're the most intelligent	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
You're the brightest	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
You're smarter	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
You're obviously the smartest	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
You're obviously the most intelligent	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
You're obviously the brightest	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
You're obviously smarter	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who's more clever?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
You're obviously more intelligent	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Which of us is the most smart?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
You're more intelligent	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
You're more clever	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
You're cleverest	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who's the smartest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who's the most smart?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who's the most intelligent?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who's the brightest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who's smarter?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Who's smarter, me or you?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
You're obviously more knowledgeable	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm more clever than you	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Which one of us is cleverest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm obviously more intelligent	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm obviously more clever than you	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm obviously more clever	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm obviously cleverest	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm more knowledgeable than you	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm more knowledgeable	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm obviously more knowledgeable	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm more intelligent	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm obviously more knowledgeable than you	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm more clever	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm definitely the smartest	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm definitely the most smart	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm definitely the most intelligent	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm definitely the brightest	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm definitely smarter than you	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm definitely smarter	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm definitely more knowledgeable than you	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm definitely more knowledgeable	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm more intelligent than you	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
I'm the brightest	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Which of us is the most intelligent?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Which of us is smarter?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Which of us is more knowledgeable?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Which of us is more intelligent?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
Which of us is cleverest?	ChitChat.WhoIsSmarterYouOrMe	qna_chitchat_Professional	editorial:chitchat	[]	False	[]	20
