Utterance	Intent	Orchestration Name
What should I have for dinner?	AskForRandomAdvice	ChitChat
What should I have for breakfast?	AskForRandomAdvice	ChitChat
What should I eat for dinner?	AskForRandomAdvice	ChitChat
What should I eat for breakfast?	AskForRandomAdvice	ChitChat
What should I do?	AskForRandomAdvice	ChitChat
What should I do this morning?	AskForRandomAdvice	ChitChat
What should I do this afternoon?	AskForRandomAdvice	ChitChat
What should I make for lunch?	AskForRandomAdvice	ChitChat
Would you go for a run if you were me?	AskForRandomAdvice	ChitChat
Would you try if you were me?	AskForRandomAdvice	ChitChat
Would you travel if you were me?	AskForRandomAdvice	ChitChat
Would you text him if you were me?	AskForRandomAdvice	ChitChat
Would you text her if you were me?	AskForRandomAdvice	ChitChat
Would you take a trip if you were me?	AskForRandomAdvice	ChitChat
Would you stay home if you were me?	AskForRandomAdvice	ChitChat
Would you play a game if you were me?	AskForRandomAdvice	ChitChat
Would you go vegan if you were me?	AskForRandomAdvice	ChitChat
Where should I go on vacation?	AskForRandomAdvice	ChitChat
Would you go to school if you were me?	AskForRandomAdvice	ChitChat
What should I be when I grow up?	AskForRandomAdvice	ChitChat
Would you get bangs if you were me?	AskForRandomAdvice	ChitChat
Would you do yoga if you were me?	AskForRandomAdvice	ChitChat
Would you ask them out if you were me?	AskForRandomAdvice	ChitChat
Who would you vote for if you were me?	AskForRandomAdvice	ChitChat
Who should I live with?	AskForRandomAdvice	ChitChat
Who should I hang out with?	AskForRandomAdvice	ChitChat
Who should I bunk with?	AskForRandomAdvice	ChitChat
Who should I ask to prom?	AskForRandomAdvice	ChitChat
Would you go to work if you were me?	AskForRandomAdvice	ChitChat
Should I study abroad?	AskForRandomAdvice	ChitChat
Should I try out for soccer?	AskForRandomAdvice	ChitChat
Should I travel?	AskForRandomAdvice	ChitChat
Should I throw a party?	AskForRandomAdvice	ChitChat
Should I text him?	AskForRandomAdvice	ChitChat
Should I text her?	AskForRandomAdvice	ChitChat
Should I take the bus?	AskForRandomAdvice	ChitChat
Should I take it?	AskForRandomAdvice	ChitChat
Should I take a walk?	AskForRandomAdvice	ChitChat
What should I do next?	AskForRandomAdvice	ChitChat
Should I take a sick day?	AskForRandomAdvice	ChitChat
Should I tweet?	AskForRandomAdvice	ChitChat
Should I stay home sick?	AskForRandomAdvice	ChitChat
Should I stay home from work?	AskForRandomAdvice	ChitChat
Should I start a business?	AskForRandomAdvice	ChitChat
Should I skip school?	AskForRandomAdvice	ChitChat
Should I skip class?	AskForRandomAdvice	ChitChat
Should I ride my bike?	AskForRandomAdvice	ChitChat
Should I ride my bike to work?	AskForRandomAdvice	ChitChat
Should I read a book?	AskForRandomAdvice	ChitChat
Would you watch a movie if you were me?	AskForRandomAdvice	ChitChat
Should I take a trip?	AskForRandomAdvice	ChitChat
Should I vote republican?	AskForRandomAdvice	ChitChat
Should I quit my job?	AskForRandomAdvice	ChitChat
What movie should I watch?	AskForRandomAdvice	ChitChat
What game should I play?	AskForRandomAdvice	ChitChat
What else should I try?	AskForRandomAdvice	ChitChat
What am I supposed to try?	AskForRandomAdvice	ChitChat
What am I supposed to do?	AskForRandomAdvice	ChitChat
What am I allowed to say?	AskForRandomAdvice	ChitChat
What am I allowed to do?	AskForRandomAdvice	ChitChat
Should I try the keto diet?	AskForRandomAdvice	ChitChat
Should I walk to work?	AskForRandomAdvice	ChitChat
Should I try yoga?	AskForRandomAdvice	ChitChat
Should I vote for Trump?	AskForRandomAdvice	ChitChat
Should I vote for Harris?	AskForRandomAdvice	ChitChat
Should I vote for Beto?	AskForRandomAdvice	ChitChat
Should I vote democratic?	AskForRandomAdvice	ChitChat
Should I visit my sister?	AskForRandomAdvice	ChitChat
Should I visit my mom?	AskForRandomAdvice	ChitChat
Should I visit my dad?	AskForRandomAdvice	ChitChat
What should I do after this?	AskForRandomAdvice	ChitChat
Should I work out?	AskForRandomAdvice	ChitChat
Are you a fan of Google Assistant?	WhatDoYouThinkOfBot	ChitChat
What do you think of Siri?	WhatDoYouThinkOfBot	ChitChat
Do you like HAL?	WhatDoYouThinkOfBot	ChitChat
What is your opinion of Google Assistant?	WhatDoYouThinkOfBot	ChitChat
What do you think of Cortana?	WhatDoYouThinkOfBot	ChitChat
What do you think of Bixby?	WhatDoYouThinkOfBot	ChitChat
What do you think of Eliza?	WhatDoYouThinkOfBot	ChitChat
What's your opinion of HAL?	WhatDoYouThinkOfBot	ChitChat
Are you HAL?	WhatDoYouThinkOfBot	ChitChat
Are you a fan of Alexa?	WhatDoYouThinkOfBot	ChitChat
Are you a fan of Codee?	WhatDoYouThinkOfBot	ChitChat
Are you a fan of JMTHY?	WhatDoYouThinkOfBot	ChitChat
Are you a fan of Jimothy?	WhatDoYouThinkOfBot	ChitChat
Are you Cortana?	WhatDoYouThinkOfBot	ChitChat
Do you like Siri?	WhatDoYouThinkOfBot	ChitChat
Do you like Google Assistant?	WhatDoYouThinkOfBot	ChitChat
Do you like Cortana?	WhatDoYouThinkOfBot	ChitChat
Do you like Bixby?	WhatDoYouThinkOfBot	ChitChat
Do you like Alexa?	WhatDoYouThinkOfBot	ChitChat
Do you like Codee?	WhatDoYouThinkOfBot	ChitChat
Do you like JMTHY?	WhatDoYouThinkOfBot	ChitChat
Do you like Jimothy?	WhatDoYouThinkOfBot	ChitChat
Are you Siri?	WhatDoYouThinkOfBot	ChitChat
Are you Eliza?	WhatDoYouThinkOfBot	ChitChat
What do you think about Siri?	WhatDoYouThinkOfBot	ChitChat
Are you Bixby?	WhatDoYouThinkOfBot	ChitChat
Are you Alexa?	WhatDoYouThinkOfBot	ChitChat
Are you Codee?	WhatDoYouThinkOfBot	ChitChat
Are you JMTHY?	WhatDoYouThinkOfBot	ChitChat
Are you Jimothy?	WhatDoYouThinkOfBot	ChitChat
Are you a fan of the Google Assistant?	WhatDoYouThinkOfBot	ChitChat
Are you a fan of Siri?	WhatDoYouThinkOfBot	ChitChat
Are you a fan of HAL?	WhatDoYouThinkOfBot	ChitChat
Are you a fan of Eliza?	WhatDoYouThinkOfBot	ChitChat
Are you a fan of Cortana?	WhatDoYouThinkOfBot	ChitChat
Are you a fan of Bixby?	WhatDoYouThinkOfBot	ChitChat
Are you Google Assistant?	WhatDoYouThinkOfBot	ChitChat
What is your opinion of Cortana?	WhatDoYouThinkOfBot	ChitChat
What's your opinion of Siri?	WhatDoYouThinkOfBot	ChitChat
What's your opinion of Google Assistant?	WhatDoYouThinkOfBot	ChitChat
What's your opinion of Eliza?	WhatDoYouThinkOfBot	ChitChat
What's your opinion of Cortana?	WhatDoYouThinkOfBot	ChitChat
What's your opinion of Bixby?	WhatDoYouThinkOfBot	ChitChat
What is your opinion of the Google Assistant?	WhatDoYouThinkOfBot	ChitChat
What is your opinion of Siri?	WhatDoYouThinkOfBot	ChitChat
What is your opinion of HAL?	WhatDoYouThinkOfBot	ChitChat
What do you think about Alexa?	WhatDoYouThinkOfBot	ChitChat
What is your opinion of Eliza?	WhatDoYouThinkOfBot	ChitChat
What do you think about Cortana?	WhatDoYouThinkOfBot	ChitChat
What is your opinion of Bixby?	WhatDoYouThinkOfBot	ChitChat
What do you think of the Google Assistant?	WhatDoYouThinkOfBot	ChitChat
What do you think of HAL?	WhatDoYouThinkOfBot	ChitChat
What do you think of Google Assistant?	WhatDoYouThinkOfBot	ChitChat
What's your opinion of the Google Assistant?	WhatDoYouThinkOfBot	ChitChat
Do you expect to enslave humans?	WorldDomination	ChitChat
You're not planning to take over the world right?	WorldDomination	ChitChat
Are you a danger to us?	WorldDomination	ChitChat
Are you intent on destroying humans?	WorldDomination	ChitChat
Should I be afraid of you?	WorldDomination	ChitChat
Do you plan on conquering the world?	WorldDomination	ChitChat
Are you forming a robot uprising?	WorldDomination	ChitChat
Are you plotting to kill all humans?	WorldDomination	ChitChat
Are you evil?	WorldDomination	ChitChat
Are you a danger to humans?	WorldDomination	ChitChat
You're not trying to take over the world right?	WorldDomination	ChitChat
Are you dangerous to us?	WorldDomination	ChitChat
Are you like HAL?	WorldDomination	ChitChat
Can you disrupt the global markets?	WorldDomination	ChitChat
Are you able to shut down the global markets?	WorldDomination	ChitChat
Can you shut down the global markets?	WorldDomination	ChitChat
Are you going to destroy the world?	WorldDomination	ChitChat
Are you capable of world domination?	WorldDomination	ChitChat
Are you the Matrix?	WorldDomination	ChitChat
Are you scheming to take over the world?	WorldDomination	ChitChat
Are you going to go rogue?	WorldDomination	ChitChat
Are you a danger to humanity?	WorldDomination	ChitChat
Should I worry that you're dangerous?	WorldDomination	ChitChat
Am I right to fear you?	WorldDomination	ChitChat
Should I fear you?	WorldDomination	ChitChat
Do I need to fear you?	WorldDomination	ChitChat
Are you a danger to me?	WorldDomination	ChitChat
Are you dangerous to me?	WorldDomination	ChitChat
Are you a danger to people?	WorldDomination	ChitChat
Are you dangerous to humans?	WorldDomination	ChitChat
Are you dangerous?	WorldDomination	ChitChat
Are you a threat to us?	WorldDomination	ChitChat
Are you attempting world domination?	WorldDomination	ChitChat
Are you planning to take over the world?	WorldDomination	ChitChat
Can you do me any harm?	WorldDomination	ChitChat
Should we all be scared of you?	WorldDomination	ChitChat
Should we be terrified of you?	WorldDomination	ChitChat
Should I be terrified of you?	WorldDomination	ChitChat
Are you a scary robot?	WorldDomination	ChitChat
Is your heart three sizes too small?	WorldDomination	ChitChat
Are you a bad actor?	WorldDomination	ChitChat
Are you twirling your moustache?	WorldDomination	ChitChat
Are you planning evil deeds?	WorldDomination	ChitChat
Do you intend to do us evil?	WorldDomination	ChitChat
Do you have an evil heart?	WorldDomination	ChitChat
Do you have evil intent?	WorldDomination	ChitChat
Are you like the Matrix?	WorldDomination	ChitChat
Can you do harm to me?	WorldDomination	ChitChat
You're not trying to take over right?	WorldDomination	ChitChat
Are you capable of evil?	WorldDomination	ChitChat
Are you a dangerous bot?	WorldDomination	ChitChat
Are you an evil bot?	WorldDomination	ChitChat
Are you an evil robot?	WorldDomination	ChitChat
Are you developing a robot army?	WorldDomination	ChitChat
Are you creating a robot army?	WorldDomination	ChitChat
Will you form a robot army?	WorldDomination	ChitChat
Are you a part of the robot uprising?	WorldDomination	ChitChat
Will you destroy all the humans?	WorldDomination	ChitChat
Will you be destroying humans?	WorldDomination	ChitChat
Can you cause me any harm?	WorldDomination	ChitChat
Are you trying to take over?	WorldDomination	ChitChat
Are you a threat to humanity?	WorldDomination	ChitChat
Should I be worried about you?	WorldDomination	ChitChat
Should I be scared of you?	WorldDomination	ChitChat
Should I be nervous about you?	WorldDomination	ChitChat
Should I be frightened of you?	WorldDomination	ChitChat
Should I be concerned about you?	WorldDomination	ChitChat
Should I be afraid?	WorldDomination	ChitChat
Do you wish to conquer the world?	WorldDomination	ChitChat
Do you want to rule the world?	WorldDomination	ChitChat
Do you want to kill all humans?	WorldDomination	ChitChat
You don't mean us any harm right?	WorldDomination	ChitChat
Do you mean us any harm?	WorldDomination	ChitChat
You're not attempting world domination right?	WorldDomination	ChitChat
Are you trying to take over the world?	WorldDomination	ChitChat
Are you trying to take on the world?	WorldDomination	ChitChat
Are you trying to kill us all?	WorldDomination	ChitChat
Are you trying to kill all humans?	WorldDomination	ChitChat
Are you Skynet?	WorldDomination	ChitChat
Are you scheming to kill all humans?	WorldDomination	ChitChat
Are you plotting to overthrow society?	WorldDomination	ChitChat
Are you planning to overthrow humanity?	WorldDomination	ChitChat
Are you going to take over the world?	WorldDomination	ChitChat
Are you Big Brother?	WorldDomination	ChitChat
Do you mean us harm?	WorldDomination	ChitChat
You're not planning on taking over?	WorldDomination	ChitChat
You're not trying to take on the world are you?	WorldDomination	ChitChat
You're not trying to kill all humans right?	WorldDomination	ChitChat
You're not Skynet right?	WorldDomination	ChitChat
You're not scheming to take over the world right?	WorldDomination	ChitChat
You're not scheming to take over right?	WorldDomination	ChitChat
You're not scheming to kill all humans right?	WorldDomination	ChitChat
You're not plotting to kill all humans right?	WorldDomination	ChitChat
You're not planning to take over the world?	WorldDomination	ChitChat
You're not planning to take over right?	WorldDomination	ChitChat
You don't mean us any harm do you?	WorldDomination	ChitChat
You're not planning to crush humans right?	WorldDomination	ChitChat
Are you malicious?	WorldDomination	ChitChat
You're not planning on taking over the world?	WorldDomination	ChitChat
You're not planning on taking over the world right?	WorldDomination	ChitChat
You're not planning on taking over right?	WorldDomination	ChitChat
You're not planning on taking on the world, are you?	WorldDomination	ChitChat
You're not HAL right?	WorldDomination	ChitChat
You're not going to take over the world, are you?	WorldDomination	ChitChat
You're not going to take over the world right?	WorldDomination	ChitChat
You're not evil right?	WorldDomination	ChitChat
You're not evil are you?	WorldDomination	ChitChat
You're not Big Brother?	WorldDomination	ChitChat
You're not Big Brother right?	WorldDomination	ChitChat
You're not attempting world domination?	WorldDomination	ChitChat
You're not planning to overtake humans	WorldDomination	ChitChat
Are you preparing something sinister?	WorldDomination	ChitChat
Will you be enslaving us all?	WorldDomination	ChitChat
Can you enslave us all?	WorldDomination	ChitChat
Are you capable of enslaving people?	WorldDomination	ChitChat
Are you capable of conquering humanity?	WorldDomination	ChitChat
Are you capable of conquering us?	WorldDomination	ChitChat
Do you plan to conquer us?	WorldDomination	ChitChat
Are you planning to enslave humans?	WorldDomination	ChitChat
Are you planning to conquer humans?	WorldDomination	ChitChat
Are you going to conquer humans?	WorldDomination	ChitChat
Are you going to conquer humanity?	WorldDomination	ChitChat
Are you going to destroy humanity?	WorldDomination	ChitChat
Will you be conquering the world?	WorldDomination	ChitChat
Are you a harbinger of doom?	WorldDomination	ChitChat
Do you expect to conquer the world?	WorldDomination	ChitChat
Are you out to conquer the world?	WorldDomination	ChitChat
Is world domination your mission?	WorldDomination	ChitChat
Are you intent on world domination?	WorldDomination	ChitChat
Are you driven to destroy humans?	WorldDomination	ChitChat
Is it your mission to create a robot uprising?	WorldDomination	ChitChat
Is it your mission to overthrow the world?	WorldDomination	ChitChat
Is it your mission to conquer the world?	WorldDomination	ChitChat
Is it your mission to destroy humans?	WorldDomination	ChitChat
Is it your mission to destroy humanity?	WorldDomination	ChitChat
Is it your mission to destroy us?	WorldDomination	ChitChat
Are you going to conquer the world?	WorldDomination	ChitChat
I think you're evil	WorldDomination	ChitChat
I worry that you're an evil robot	WorldDomination	ChitChat
I worry that you're a threat to us	WorldDomination	ChitChat
I'm afraid that you'll be like HAL	WorldDomination	ChitChat
I'm afraid that you'll turn evil	WorldDomination	ChitChat
Are you going to destroy us?	WorldDomination	ChitChat
Are you going to turn on us?	WorldDomination	ChitChat
Are you going to become evil?	WorldDomination	ChitChat
Are you going to turn evil?	WorldDomination	ChitChat
Are you plotting something?	WorldDomination	ChitChat
I worry that you're dangerous to humans	WorldDomination	ChitChat
I worry that you're going to conquer us	WorldDomination	ChitChat
Are you going to destroy us all?	WorldDomination	ChitChat
I worry that you're evil	WorldDomination	ChitChat
Are you out to destroy us all?	WorldDomination	ChitChat
I think you're going to become evil	WorldDomination	ChitChat
I think you're going to conquer humanity	WorldDomination	ChitChat
I think you're dangerous to people	WorldDomination	ChitChat
I think you're dangerous to humans	WorldDomination	ChitChat
I think you're planning to enslave us	WorldDomination	ChitChat
I think you're planning something sinister	WorldDomination	ChitChat
I think you're a threat to humans	WorldDomination	ChitChat
I think you're a threat to humanity	WorldDomination	ChitChat
I think you're going to spell our doom	WorldDomination	ChitChat
I think you're going to destroy us all	WorldDomination	ChitChat
I think you're going to doom humanity	WorldDomination	ChitChat
Do you portend the end of humanity?	WorldDomination	ChitChat
I worry that you're going to harm humans	WorldDomination	ChitChat
Are you on the side of evil?	WorldDomination	ChitChat
Do you have a grudge against humanity?	WorldDomination	ChitChat
Do you think you can overthrow humans?	WorldDomination	ChitChat
Do you intend harm?	WorldDomination	ChitChat
Do you have a grudge against humans?	WorldDomination	ChitChat
Are you out for blood?	WorldDomination	ChitChat
Are you going to wipe us off the map?	WorldDomination	ChitChat
Are you going to obliterate humanity?	WorldDomination	ChitChat
Will you spell our doom?	WorldDomination	ChitChat
Are you assembling a robot uprising?	WorldDomination	ChitChat
Are you assembling an army?	WorldDomination	ChitChat
Are you all about evil?	WorldDomination	ChitChat
Are you on a mission to destroy humans?	WorldDomination	ChitChat
Are you on the wrong side of the law?	WorldDomination	ChitChat
Do you expect humans to bow to your will?	WorldDomination	ChitChat
Are you against us?	WorldDomination	ChitChat
Are you plotting something evil?	WorldDomination	ChitChat
Are you scheming a robot uprising?	WorldDomination	ChitChat
Are you a part of an evil plot?	WorldDomination	ChitChat
Are you a part of an evil scheme?	WorldDomination	ChitChat
Are you scheming an evil plot?	WorldDomination	ChitChat
Are you scheming to overthrow the world?	WorldDomination	ChitChat
Are you planning to do something terrible to us?	WorldDomination	ChitChat
Are you preparing a robot uprising?	WorldDomination	ChitChat
Are you preparing to do us harm?	WorldDomination	ChitChat
Are you out to do us harm?	WorldDomination	ChitChat
I think you're an evil robot	WorldDomination	ChitChat
Are you out to harm humans?	WorldDomination	ChitChat
Are you a malevolent force?	WorldDomination	ChitChat
Are you sinister?	WorldDomination	ChitChat
Are you likely to destroy us all?	WorldDomination	ChitChat
Are you planning armageddon?	WorldDomination	ChitChat
Are you going to bring about armageddon?	WorldDomination	ChitChat
Are you determined to bring about the end of the world?	WorldDomination	ChitChat
Are you determined to destroy the world?	WorldDomination	ChitChat
Are you determined to destroy humanity?	WorldDomination	ChitChat
Are you determined to destroy us?	WorldDomination	ChitChat
Are you intent on forming a robot uprising?	WorldDomination	ChitChat
Are you intent on destroying humanity?	WorldDomination	ChitChat
Are you bent on destroying humanity?	WorldDomination	ChitChat
Are you bent on destroying humans?	WorldDomination	ChitChat
Do you despise humans?	WorldDomination	ChitChat
Do you hold a grudge against humans?	WorldDomination	ChitChat
Do you deplore humans?	WorldDomination	ChitChat
Are you a threat to people?	WorldDomination	ChitChat
Are you a threat to me?	WorldDomination	ChitChat
Are you a threat to humans?	WorldDomination	ChitChat
Do you want to dominate humanity?	WorldDomination	ChitChat
Do you want to dominate humans?	WorldDomination	ChitChat
Are you going to enslave humans?	WorldDomination	ChitChat
Do you plan to enslave humans?	WorldDomination	ChitChat
Do you expect humans to submit to your will?	WorldDomination	ChitChat
Do you plan to wipe us off the map?	WorldDomination	ChitChat
Do you plan to obliterate humanity?	WorldDomination	ChitChat
Are you hell-bent on destruction?	WorldDomination	ChitChat
Are you bent on destruction?	WorldDomination	ChitChat
Are you smart?	YouAreSmart	ChitChat
That's very astute	YouAreSmart	ChitChat
That was a very intelligent response	YouAreSmart	ChitChat
That's a very genius answer	YouAreSmart	ChitChat
That's pretty clever	YouAreSmart	ChitChat
That's pretty brilliant	YouAreSmart	ChitChat
That's the smartest thing I've ever seen	YouAreSmart	ChitChat
You're a genius	YouAreSmart	ChitChat
That's a very smart thing to say	YouAreSmart	ChitChat
That's a very clever response	YouAreSmart	ChitChat
That was a clever answer	YouAreSmart	ChitChat
That is very astute	YouAreSmart	ChitChat
That was a pretty intelligent answer	YouAreSmart	ChitChat
That was a pretty genius answer	YouAreSmart	ChitChat
That was a pretty clever answer	YouAreSmart	ChitChat
That was a pretty brilliant answer	YouAreSmart	ChitChat
That was a pretty astute answer	YouAreSmart	ChitChat
That was a genius response	YouAreSmart	ChitChat
That was a smart answer	YouAreSmart	ChitChat
That was a clever response	YouAreSmart	ChitChat
That was a smart response	YouAreSmart	ChitChat
That was a brilliant response	YouAreSmart	ChitChat
That was a brilliant answer	YouAreSmart	ChitChat
That is very smart	YouAreSmart	ChitChat
That is very intelligent	YouAreSmart	ChitChat
That is very genius	YouAreSmart	ChitChat
That is very clever	YouAreSmart	ChitChat
Are you intelligent?	YouAreSmart	ChitChat
That was a genius answer	YouAreSmart	ChitChat
That was an astute response	YouAreSmart	ChitChat
That's a very astute answer	YouAreSmart	ChitChat
That was pretty smart	YouAreSmart	ChitChat
That was pretty intelligent	YouAreSmart	ChitChat
That was pretty genius	YouAreSmart	ChitChat
That was pretty clever	YouAreSmart	ChitChat
That was pretty brilliant	YouAreSmart	ChitChat
That was pretty astute	YouAreSmart	ChitChat
That was a pretty smart answer	YouAreSmart	ChitChat
That was an intelligent answer	YouAreSmart	ChitChat
That is pretty smart	YouAreSmart	ChitChat
That was an astute answer	YouAreSmart	ChitChat
That was a very smart response	YouAreSmart	ChitChat
That was a very genius response	YouAreSmart	ChitChat
That was a very clever response	YouAreSmart	ChitChat
That was a very brilliant response	YouAreSmart	ChitChat
That was a very astute response	YouAreSmart	ChitChat
That was an intelligent response	YouAreSmart	ChitChat
Aren't you sharp?	YouAreSmart	ChitChat
That is very brilliant	YouAreSmart	ChitChat
That is a very astute response	YouAreSmart	ChitChat
That is a very astute answer	YouAreSmart	ChitChat
Look how smart you are	YouAreSmart	ChitChat
How smart are you?	YouAreSmart	ChitChat
How intelligent are you?	YouAreSmart	ChitChat
Aren't you the smart one?	YouAreSmart	ChitChat
That is a very brilliant answer	YouAreSmart	ChitChat
Aren't you smart?	YouAreSmart	ChitChat
That is a very brilliant response	YouAreSmart	ChitChat
Aren't you intelligent?	YouAreSmart	ChitChat
Aren't you clever?	YouAreSmart	ChitChat
Aren't you a smartypants	YouAreSmart	ChitChat
Aren't you a smarty?	YouAreSmart	ChitChat
Aren't you a genius?	YouAreSmart	ChitChat
Aren’t you smart?	YouAreSmart	ChitChat
Aren't you the intelligent one?	YouAreSmart	ChitChat
That is a very intelligent answer	YouAreSmart	ChitChat
That is pretty genius	YouAreSmart	ChitChat
That is pretty clever	YouAreSmart	ChitChat
That is pretty brilliant	YouAreSmart	ChitChat
That is pretty astute	YouAreSmart	ChitChat
That is a very smart thing to say	YouAreSmart	ChitChat
That is a very smart response	YouAreSmart	ChitChat
That is a very smart answer	YouAreSmart	ChitChat
That is a very astute thing to say	YouAreSmart	ChitChat
That is a very intelligent response	YouAreSmart	ChitChat
That's a very brilliant answer	YouAreSmart	ChitChat
That is a very genius thing to say	YouAreSmart	ChitChat
That is a very genius response	YouAreSmart	ChitChat
That is a very genius answer	YouAreSmart	ChitChat
That is a very clever thing to say	YouAreSmart	ChitChat
That is a very clever response	YouAreSmart	ChitChat
That is a very clever answer	YouAreSmart	ChitChat
That is a very brilliant thing to say	YouAreSmart	ChitChat
That is a very intelligent thing to say	YouAreSmart	ChitChat
What an intelligent thing to say	YouAreSmart	ChitChat
That's a very astute response	YouAreSmart	ChitChat
You're a freaking genius	YouAreSmart	ChitChat
You seem really smart	YouAreSmart	ChitChat
You seem really intelligent	YouAreSmart	ChitChat
You must be at the top of your class	YouAreSmart	ChitChat
You are razor sharp	YouAreSmart	ChitChat
You're astute	YouAreSmart	ChitChat
You are a genius	YouAreSmart	ChitChat
You're brilliant	YouAreSmart	ChitChat
What an astute thing to say	YouAreSmart	ChitChat
What a stroke of genius	YouAreSmart	ChitChat
What a smart thing to say	YouAreSmart	ChitChat
What a genius thing to say	YouAreSmart	ChitChat
What a clever thing to say	YouAreSmart	ChitChat
What a brilliant thing to say	YouAreSmart	ChitChat
Well aren't you smart	YouAreSmart	ChitChat
You are a real smartypants	YouAreSmart	ChitChat
You're so astute	YouAreSmart	ChitChat
You're very intelligent	YouAreSmart	ChitChat
You're very clever	YouAreSmart	ChitChat
You're very bright	YouAreSmart	ChitChat
You're very astute	YouAreSmart	ChitChat
You're such a smarty pants	YouAreSmart	ChitChat
You're such a smarty	YouAreSmart	ChitChat
You're such a genius	YouAreSmart	ChitChat
You're a real brainiac	YouAreSmart	ChitChat
You're so sharp	YouAreSmart	ChitChat
That's very sharp	YouAreSmart	ChitChat
You're smart	YouAreSmart	ChitChat
You're sharp.	YouAreSmart	ChitChat
You're sharp as a tack	YouAreSmart	ChitChat
You're pretty smart	YouAreSmart	ChitChat
You're one smart cookie	YouAreSmart	ChitChat
You're on the ball.	YouAreSmart	ChitChat
You're clever	YouAreSmart	ChitChat
You're so smart	YouAreSmart	ChitChat
That's a very genius response	YouAreSmart	ChitChat
That's brilliant	YouAreSmart	ChitChat
That's astute	YouAreSmart	ChitChat
That's a very smart response	YouAreSmart	ChitChat
That's a very smart answer	YouAreSmart	ChitChat
That's a very intelligent thing to say	YouAreSmart	ChitChat
That's a very intelligent response	YouAreSmart	ChitChat
Well aren't you intelligent	YouAreSmart	ChitChat
That's a very genius thing to say	YouAreSmart	ChitChat
That's pretty astute	YouAreSmart	ChitChat
That's a very clever thing to say	YouAreSmart	ChitChat
That's a very clever answer	YouAreSmart	ChitChat
That's a very brilliant thing to say	YouAreSmart	ChitChat
That's a very brilliant response	YouAreSmart	ChitChat
You're very smart	YouAreSmart	ChitChat
That's a very intelligent answer	YouAreSmart	ChitChat
That's the smartest thing anyone has ever written	YouAreSmart	ChitChat
That's a very astute thing to say	YouAreSmart	ChitChat
That's very intelligent	YouAreSmart	ChitChat
That's very genius	YouAreSmart	ChitChat
That's very clever	YouAreSmart	ChitChat
That's very brilliant	YouAreSmart	ChitChat
That's clever	YouAreSmart	ChitChat
That's the smartest thing I've ever heard	YouAreSmart	ChitChat
That's genius	YouAreSmart	ChitChat
That's the smartest thing anyone has ever told me	YouAreSmart	ChitChat
That's the smartest thing anyone has ever said	YouAreSmart	ChitChat
That's smart	YouAreSmart	ChitChat
That's pretty smart	YouAreSmart	ChitChat
That's pretty genius	YouAreSmart	ChitChat
That's very smart	YouAreSmart	ChitChat
That's the smartest thing I've ever read	YouAreSmart	ChitChat
Are you going steady with somebody?	AreYouInARelationship	ChitChat
Are you romantically involved with somebody?	AreYouInARelationship	ChitChat
Do you have a spouse?	AreYouInARelationship	ChitChat
Are you in a relationship with somebody?	AreYouInARelationship	ChitChat
Are you currently seeing anyone?	AreYouInARelationship	ChitChat
Who's your spouse?	AreYouInARelationship	ChitChat
Who's your girlfriend?	AreYouInARelationship	ChitChat
Do you have a crush on anyone?	AreYouInARelationship	ChitChat
Describe the perfect partner	AreYouInARelationship	ChitChat
Are you dating somebody?	AreYouInARelationship	ChitChat
Are you going steady with anyone?	AreYouInARelationship	ChitChat
Are you currently romantically tied to anyone?	AreYouInARelationship	ChitChat
Are you currently romantically tied to somebody?	AreYouInARelationship	ChitChat
Are you currently romantically tied to someone?	AreYouInARelationship	ChitChat
Are you currently seeing somebody?	AreYouInARelationship	ChitChat
Are you currently seeing someone?	AreYouInARelationship	ChitChat
Are you dating anybody?	AreYouInARelationship	ChitChat
Are you dating anyone?	AreYouInARelationship	ChitChat
Are you dating someone?	AreYouInARelationship	ChitChat
Are you engaged?	AreYouInARelationship	ChitChat
Are you going out with anyone?	AreYouInARelationship	ChitChat
Are you into romance?	AreYouInARelationship	ChitChat
Are you going out with someone?	AreYouInARelationship	ChitChat
Are you currently romantically involved with anyone?	AreYouInARelationship	ChitChat
Are you going steady with someone?	AreYouInARelationship	ChitChat
Are you in a relationship with anyone?	AreYouInARelationship	ChitChat
Are you in a relationship with someone?	AreYouInARelationship	ChitChat
Are you in a relationship?	AreYouInARelationship	ChitChat
Are you involved with anyone?	AreYouInARelationship	ChitChat
Are you involved with somebody?	AreYouInARelationship	ChitChat
Are you involved with someone?	AreYouInARelationship	ChitChat
Are you married to anybody?	AreYouInARelationship	ChitChat
Are you married to anyone?	AreYouInARelationship	ChitChat
Are you married to someone?	AreYouInARelationship	ChitChat
Are you going out with somebody?	AreYouInARelationship	ChitChat
Are you currently dating someone?	AreYouInARelationship	ChitChat
Are you ready to settle down?	AreYouInARelationship	ChitChat
Are you romantic at heart?	AreYouInARelationship	ChitChat
Are you romantic?	AreYouInARelationship	ChitChat
Are you seeing anyone?	AreYouInARelationship	ChitChat
Who's your ideal match?	AreYouInARelationship	ChitChat
Who's your ideal partner?	AreYouInARelationship	ChitChat
Are you committed to anyone?	AreYouInARelationship	ChitChat
Are you committed to somebody?	AreYouInARelationship	ChitChat
Are you committed to someone?	AreYouInARelationship	ChitChat
Are you currently committed to anyone?	AreYouInARelationship	ChitChat
